1500 0
1500 0
1500 0
1500 0
1500 0
1600 0
1600 0.4
1600 0.05
1600 0.02
1600 0
1700 0
1700 0.45
1700 0.25
1700 0.05
1700 0
1800 0
1800 0.5
1800 0.47
1800 0.1
1800 0.01
1900 0.25
1900 1
1900 0.9
1900 0.5
1900 0.05
2018 2.4
2018 1.9
2018 1.6
2018 1.05
2018 0.91
